Position,PositionText,Points,DriverId,GivenName,FamilyName,Race,Race_name
11,11,0,sargeant,Logan,Sargeant,20,São Paulo Grand Prix
12,12,0,hulkenberg,Nico,Hülkenberg,20,São Paulo Grand Prix
13,13,0,ricciardo,Daniel,Ricciardo,20,São Paulo Grand Prix
14,14,0,piastri,Oscar,Piastri,20,São Paulo Grand Prix
15,R,0,russell,George,Russell,20,São Paulo Grand Prix
16,R,0,bottas,Valtteri,Bottas,20,São Paulo Grand Prix
17,R,0,zhou,Guanyu,Zhou,20,São Paulo Grand Prix
18,R,0,kevin_magnussen,Kevin,Magnussen,20,São Paulo Grand Prix
19,R,0,albon,Alexander,Albon,20,São Paulo Grand Prix
20,W,0,leclerc,Charles,Leclerc,20,São Paulo Grand Prix
1,1,25,max_verstappen,Max,Verstappen,21,Las Vegas Grand Prix
2,2,18,leclerc,Charles,Leclerc,21,Las Vegas Grand Prix
3,3,15,perez,Sergio,Pérez,21,Las Vegas Grand Prix
4,4,12,ocon,Esteban,Ocon,21,Las Vegas Grand Prix
5,5,10,stroll,Lance,Stroll,21,Las Vegas Grand Prix
6,6,8,sainz,Carlos,Sainz,21,Las Vegas Grand Prix
7,7,6,hamilton,Lewis,Hamilton,21,Las Vegas Grand Prix
8,8,4,russell,George,Russell,21,Las Vegas Grand Prix
9,9,2,alonso,Fernando,Alonso,21,Las Vegas Grand Prix
10,10,2,piastri,Oscar,Piastri,21,Las Vegas Grand Prix
11,11,0,gasly,Pierre,Gasly,21,Las Vegas Grand Prix
12,12,0,albon,Alexander,Albon,21,Las Vegas Grand Prix
13,13,0,kevin_magnussen,Kevin,Magnussen,21,Las Vegas Grand Prix
14,14,0,ricciardo,Daniel,Ricciardo,21,Las Vegas Grand Prix
15,15,0,zhou,Guanyu,Zhou,21,Las Vegas Grand Prix
16,16,0,sargeant,Logan,Sargeant,21,Las Vegas Grand Prix
17,17,0,bottas,Valtteri,Bottas,21,Las Vegas Grand Prix
18,18,0,tsunoda,Yuki,Tsunoda,21,Las Vegas Grand Prix
19,19,0,hulkenberg,Nico,Hülkenberg,21,Las Vegas Grand Prix
20,R,0,norris,Lando,Norris,21,Las Vegas Grand Prix
1,1,26,max_verstappen,Max,Verstappen,22,Abu Dhabi Grand Prix
2,2,18,leclerc,Charles,Leclerc,22,Abu Dhabi Grand Prix
3,3,15,russell,George,Russell,22,Abu Dhabi Grand Prix
4,4,12,perez,Sergio,Pérez,22,Abu Dhabi Grand Prix
5,5,10,norris,Lando,Norris,22,Abu Dhabi Grand Prix
6,6,8,piastri,Oscar,Piastri,22,Abu Dhabi Grand Prix
7,7,6,alonso,Fernando,Alonso,22,Abu Dhabi Grand Prix
8,8,4,tsunoda,Yuki,Tsunoda,22,Abu Dhabi Grand Prix
9,9,2,hamilton,Lewis,Hamilton,22,Abu Dhabi Grand Prix
10,10,1,stroll,Lance,Stroll,22,Abu Dhabi Grand Prix
11,11,0,ricciardo,Daniel,Ricciardo,22,Abu Dhabi Grand Prix
12,12,0,ocon,Esteban,Ocon,22,Abu Dhabi Grand Prix
13,13,0,gasly,Pierre,Gasly,22,Abu Dhabi Grand Prix
14,14,0,albon,Alexander,Albon,22,Abu Dhabi Grand Prix
15,15,0,hulkenberg,Nico,Hülkenberg,22,Abu Dhabi Grand Prix
16,16,0,sargeant,Logan,Sargeant,22,Abu Dhabi Grand Prix
17,17,0,zhou,Guanyu,Zhou,22,Abu Dhabi Grand Prix
18,18,0,sainz,Carlos,Sainz,22,Abu Dhabi Grand Prix
19,19,0,bottas,Valtteri,Bottas,22,Abu Dhabi Grand Prix
20,20,0,kevin_magnussen,Kevin,Magnussen,22,Abu Dhabi Grand Prix
