,Position,PositionText,Points,DriverId,GivenName,FamilyName,Race,Race_name
386,8,8,4,piastri,Oscar,Piastri,19.0,Mexico City Grand Prix
387,9,9,2,albon,Alexander,Albon,19.0,Mexico City Grand Prix
388,10,10,1,ocon,Esteban,Ocon,19.0,Mexico City Grand Prix
389,11,11,0,gasly,Pierre,Gasly,19.0,Mexico City Grand Prix
390,12,12,0,tsunoda,Yuki,Tsunoda,19.0,Mexico City Grand Prix
391,13,13,0,hulkenberg,Nico,Hülkenberg,19.0,Mexico City Grand Prix
392,14,14,0,zhou,Guanyu,Zhou,19.0,Mexico City Grand Prix
393,15,15,0,bottas,Valtteri,Bottas,19.0,Mexico City Grand Prix
394,16,16,0,sargeant,Logan,Sargeant,19.0,Mexico City Grand Prix
395,17,17,0,stroll,Lance,Stroll,19.0,Mexico City Grand Prix
396,18,R,0,alonso,Fernando,Alonso,19.0,Mexico City Grand Prix
397,19,R,0,kevin_magnussen,Kevin,Magnussen,19.0,Mexico City Grand Prix
398,20,R,0,perez,Sergio,Pérez,19.0,Mexico City Grand Prix
399,1,1,25,max_verstappen,Max,Verstappen,20.0,São Paulo Grand Prix
400,2,2,19,norris,Lando,Norris,20.0,São Paulo Grand Prix
401,3,3,15,alonso,Fernando,Alonso,20.0,São Paulo Grand Prix
402,4,4,12,perez,Sergio,Pérez,20.0,São Paulo Grand Prix
403,5,5,10,stroll,Lance,Stroll,20.0,São Paulo Grand Prix
404,6,6,8,sainz,Carlos,Sainz,20.0,São Paulo Grand Prix
405,7,7,6,gasly,Pierre,Gasly,20.0,São Paulo Grand Prix
406,8,8,4,hamilton,Lewis,Hamilton,20.0,São Paulo Grand Prix
407,9,9,2,tsunoda,Yuki,Tsunoda,20.0,São Paulo Grand Prix
408,10,10,1,ocon,Esteban,Ocon,20.0,São Paulo Grand Prix
409,11,11,0,sargeant,Logan,Sargeant,20.0,São Paulo Grand Prix
410,12,12,0,hulkenberg,Nico,Hülkenberg,20.0,São Paulo Grand Prix
411,13,13,0,ricciardo,Daniel,Ricciardo,20.0,São Paulo Grand Prix
412,14,14,0,piastri,Oscar,Piastri,20.0,São Paulo Grand Prix
413,15,R,0,russell,George,Russell,20.0,São Paulo Grand Prix
414,16,R,0,bottas,Valtteri,Bottas,20.0,São Paulo Grand Prix
415,17,R,0,zhou,Guanyu,Zhou,20.0,São Paulo Grand Prix
416,18,R,0,kevin_magnussen,Kevin,Magnussen,20.0,São Paulo Grand Prix
417,19,R,0,albon,Alexander,Albon,20.0,São Paulo Grand Prix
418,20,W,0,leclerc,Charles,Leclerc,20.0,São Paulo Grand Prix
419,1,1,25,max_verstappen,Max,Verstappen,21.0,Las Vegas Grand Prix
420,2,2,18,leclerc,Charles,Leclerc,21.0,Las Vegas Grand Prix
421,3,3,15,perez,Sergio,Pérez,21.0,Las Vegas Grand Prix
422,4,4,12,ocon,Esteban,Ocon,21.0,Las Vegas Grand Prix
423,5,5,10,stroll,Lance,Stroll,21.0,Las Vegas Grand Prix
424,6,6,8,sainz,Carlos,Sainz,21.0,Las Vegas Grand Prix
425,7,7,6,hamilton,Lewis,Hamilton,21.0,Las Vegas Grand Prix
426,8,8,4,russell,George,Russell,21.0,Las Vegas Grand Prix
427,9,9,2,alonso,Fernando,Alonso,21.0,Las Vegas Grand Prix
428,10,10,2,piastri,Oscar,Piastri,21.0,Las Vegas Grand Prix
429,11,11,0,gasly,Pierre,Gasly,21.0,Las Vegas Grand Prix
430,12,12,0,albon,Alexander,Albon,21.0,Las Vegas Grand Prix
431,13,13,0,kevin_magnussen,Kevin,Magnussen,21.0,Las Vegas Grand Prix
432,14,14,0,ricciardo,Daniel,Ricciardo,21.0,Las Vegas Grand Prix
433,15,15,0,zhou,Guanyu,Zhou,21.0,Las Vegas Grand Prix
434,16,16,0,sargeant,Logan,Sargeant,21.0,Las Vegas Grand Prix
435,17,17,0,bottas,Valtteri,Bottas,21.0,Las Vegas Grand Prix
436,18,18,0,tsunoda,Yuki,Tsunoda,21.0,Las Vegas Grand Prix
437,19,19,0,hulkenberg,Nico,Hülkenberg,21.0,Las Vegas Grand Prix
438,20,R,0,norris,Lando,Norris,21.0,Las Vegas Grand Prix
439,1,1,26,max_verstappen,Max,Verstappen,22.0,Abu Dhabi Grand Prix
440,2,2,18,leclerc,Charles,Leclerc,22.0,Abu Dhabi Grand Prix
441,3,3,15,russell,George,Russell,22.0,Abu Dhabi Grand Prix
442,4,4,12,perez,Sergio,Pérez,22.0,Abu Dhabi Grand Prix
443,5,5,10,norris,Lando,Norris,22.0,Abu Dhabi Grand Prix
444,6,6,8,piastri,Oscar,Piastri,22.0,Abu Dhabi Grand Prix
445,7,7,6,alonso,Fernando,Alonso,22.0,Abu Dhabi Grand Prix
446,8,8,4,tsunoda,Yuki,Tsunoda,22.0,Abu Dhabi Grand Prix
447,9,9,2,hamilton,Lewis,Hamilton,22.0,Abu Dhabi Grand Prix
448,10,10,1,stroll,Lance,Stroll,22.0,Abu Dhabi Grand Prix
449,11,11,0,ricciardo,Daniel,Ricciardo,22.0,Abu Dhabi Grand Prix
450,12,12,0,ocon,Esteban,Ocon,22.0,Abu Dhabi Grand Prix
451,13,13,0,gasly,Pierre,Gasly,22.0,Abu Dhabi Grand Prix
452,14,14,0,albon,Alexander,Albon,22.0,Abu Dhabi Grand Prix
453,15,15,0,hulkenberg,Nico,Hülkenberg,22.0,Abu Dhabi Grand Prix
454,16,16,0,sargeant,Logan,Sargeant,22.0,Abu Dhabi Grand Prix
455,17,17,0,zhou,Guanyu,Zhou,22.0,Abu Dhabi Grand Prix
456,18,18,0,sainz,Carlos,Sainz,22.0,Abu Dhabi Grand Prix
457,19,19,0,bottas,Valtteri,Bottas,22.0,Abu Dhabi Grand Prix
458,20,20,0,kevin_magnussen,Kevin,Magnussen,22.0,Abu Dhabi Grand Prix
